,L1_attention-max_word-max_norm,L2_attention-max_word-max_norm,L3_attention-max_word-max_norm,L4_attention-max_word-max_norm,L5_attention-max_word-max_norm,L6_attention-max_word-max_norm,L7_attention-max_word-max_norm,L8_attention-max_word-max_norm,L9_attention-max_word-max_norm,L10_attention-max_word-max_norm,L11_attention-max_word-max_norm,L12_attention-max_word-max_norm,L13_attention-max_word-max_norm,L14_attention-max_word-max_norm,L15_attention-max_word-max_norm,L16_attention-max_word-max_norm,L17_attention-max_word-max_norm,L18_attention-max_word-max_norm,L19_attention-max_word-max_norm,L20_attention-max_word-max_norm,L21_attention-max_word-max_norm,L22_attention-max_word-max_norm,L23_attention-max_word-max_norm,L24_attention-max_word-max_norm
study_1_bert-base-uncased-True,0.21470250466297341,0.10786911624174984,0.02666906998042421,0.2651752448255771,0.3254915298223106,0.32081049394859823,0.26664792733432946,0.13438288642512375,0.2886346940959828,0.2546072513184551,0.2799124536292342,0.10121113314236196,,,,,,,,,,,,
study_1_bert-base-multilingual-cased-True,0.2049485558212875,0.026885742261826173,0.23229977220275555,0.2212185362679191,0.18166281202017076,0.025314148453217607,0.05691270609634601,0.0942969601888922,0.24186473315856039,0.13053837221621148,0.1664250237192592,0.03653748475424592,,,,,,,,,,,,
study_1_bert-large-uncased-True,0.18837023756187032,0.053414307839618015,0.09164990802103815,0.0299914330739645,0.006190788770201221,0.10881943868781664,0.14253822671836203,0.1532445849557761,-0.06495496458100425,0.032356093260008816,0.023469902303715876,0.12126895300701736,0.05702180099735106,0.3149979857226447,0.16102017921855347,0.07819061581120762,0.2564761879536199,0.2436452492877971,0.12653825815395342,0.17374659916441773,0.10728130619474534,0.3373599670611238,0.3963561661894591,0.38589030992823625
study_1_albert-xlarge-v2-True,0.048529053974849516,0.19714964001766255,0.19778093061495236,0.1596222586087382,0.21756829615432716,0.23519274974034352,0.2530795304664386,0.20738432306497387,0.20586536764476898,0.23385167126656442,0.230895667605972,0.22646586398634194,0.24715965159922376,0.2360220422407052,0.25292569308829627,0.2840257324152573,0.27322385877276956,0.2831065685168079,0.3222834180211871,0.30992547579378404,0.3669812853141816,0.3829777488733898,0.42476581192825824,0.13277314261379816
study_1_roberta-base-True,0.05984549364596485,0.060292461925983275,0.19548596229299117,0.1834311310868117,0.20543791322801766,0.2014037778067254,0.2091144881816191,0.14422753645362762,0.19247678636293095,0.15852571727247308,0.18578491971479255,0.1616611692911684,,,,,,,,,,,,
study_1_google-bigbird-roberta-base-True,0.016971873737953752,0.021337405674372513,0.373481892950372,0.26602572007598496,0.27960706430173937,0.2908319101019726,0.2804813381075623,0.12261372912750401,0.2650038690113008,0.21383715220210106,0.2763197620038715,0.20713267123185122,,,,,,,,,,,,
study_1_bert-large-cased-True,0.2617731899386654,0.1384064346456761,-0.003229616139066678,0.040582346489537326,0.03040338694946119,0.07448502361444959,0.26502197098888713,0.24793692894676933,0.20195902572788504,0.23197419175890507,0.2751708609463823,0.2275222591758388,0.03548525930163625,0.09140598503327046,0.040022233909283576,0.12666895957896293,0.22909389499446864,0.19633869735056378,0.15117033041848207,0.3522022311916924,0.23589068456975323,0.2815271776613424,0.3136044698414327,0.15542189807796838
study_1_facebook-bart-base-True,0.055637646234826324,0.21428208367231769,0.22591666664061186,0.15071962746268355,0.19863321901543618,0.07144430300950833,,,,,,,,,,,,,,,,,,
study_1_google-bigbird-roberta-large-True,0.28839985777462385,0.01679350110822867,0.029893319540232922,0.025866369709454683,0.20359491600236188,0.23839545687695965,0.1336731180073725,0.14484747057134334,0.1073496087978199,0.2910895114442695,0.11591315599345459,0.25148846169253636,0.2467052847134271,0.25729167520900204,0.291120528186333,0.32717069414121464,0.23656819699582893,0.22643998483760536,0.2907229372146771,0.254720549679931,0.2678511343288992,0.2968674549445849,0.37352079092987467,0.30292874884125404
study_1_bert-base-cased-True,0.14834542027647188,0.045705801739216546,0.029991116009145023,0.07247178393159837,0.16523004704552488,0.1942466385543764,0.09481445854117537,0.1614150293647621,0.17952533531282602,0.27333848898274765,0.2587644168559212,0.04059157589658906,,,,,,,,,,,,
study_1_allenai-longformer-base-4096-True,-0.0052960920659988866,0.13813215660655556,0.11507542125278836,0.10661398423762619,0.09079618520792648,0.09443667020602942,0.04794155572362692,0.05284852784273361,-0.09709639977536874,-0.08774968288020427,-0.04099524741506237,-0.07114960886566422,,,,,,,,,,,,
study_1_facebook-bart-large-True,0.18285268777616334,0.18630105897091073,0.1893241149861119,0.05879259213296021,0.16615437877888276,0.21387330426928772,0.20551268377813034,0.1857622283810639,0.21714903657571077,0.2156837230932299,0.10456313077146967,0.20198914410591465,,,,,,,,,,,,
