,L1_attention-mean_word-mean_norm,L2_attention-mean_word-mean_norm,L3_attention-mean_word-mean_norm,L4_attention-mean_word-mean_norm,L5_attention-mean_word-mean_norm,L6_attention-mean_word-mean_norm,L7_attention-mean_word-mean_norm,L8_attention-mean_word-mean_norm,L9_attention-mean_word-mean_norm,L10_attention-mean_word-mean_norm,L11_attention-mean_word-mean_norm,L12_attention-mean_word-mean_norm,L13_attention-mean_word-mean_norm,L14_attention-mean_word-mean_norm,L15_attention-mean_word-mean_norm,L16_attention-mean_word-mean_norm,L17_attention-mean_word-mean_norm,L18_attention-mean_word-mean_norm,L19_attention-mean_word-mean_norm,L20_attention-mean_word-mean_norm,L21_attention-mean_word-mean_norm,L22_attention-mean_word-mean_norm,L23_attention-mean_word-mean_norm,L24_attention-mean_word-mean_norm
study_1_bert-base-uncased-True,0.48696908278816564,0.04549819205641456,0.10332593920338867,0.11454864308302554,0.28284647086164705,0.193471085737495,0.19473189375456512,0.0663986774391911,0.19133958140360166,0.321313909989056,0.3115857167331197,0.13935498537363886,,,,,,,,,,,,
study_1_bert-base-multilingual-cased-True,0.13037660296995096,-0.10861757130642112,0.08600897551564511,0.19600955449823557,0.22870661794589442,0.2089030109275299,0.171626873691165,0.12546175235862983,0.1530849904667325,0.12276935135839864,0.20438747721574838,-0.02571449521887434,,,,,,,,,,,,
study_1_bert-large-uncased-True,0.493184293490854,0.08055941896976652,-0.262651195930456,-0.2630338106653813,-0.2609834212974305,-0.1254439033446388,-0.13054326998059138,0.055365290784577685,-0.09171902813434717,-0.15610236163614047,-0.15198672055931203,0.009566435441684404,0.04926891021725228,0.20370903833927562,0.21224102439952697,0.09266828253892648,0.21301485755042873,0.20717788604216972,0.22302058470703504,0.2054651461571419,0.26301498676861146,0.10526576377821892,0.10520241464016204,0.17237556882801758
study_1_albert-xlarge-v2-True,0.27355589805826397,0.08466469608974515,0.18350266852208819,0.17637949047885346,0.1666790040336298,0.13651105188279328,0.16422655724611224,0.1089895416251371,0.09952123124853991,0.12352219607115113,0.12462647289102315,0.12415697075549777,0.15535361712273993,0.14422792429543402,0.15301363162560502,0.1762807916242265,0.15725464656818527,0.15227686396550527,0.18468665781935412,0.1660294640588126,0.17886974194598665,0.1542965885513179,0.17221809631436383,0.07850977803352993
study_1_roberta-base-True,0.07399305690665314,0.05854126577262053,0.06510504907945995,0.05647573951080307,0.06089392030763801,0.05621903846861333,0.05967422938027844,0.07656151407872193,0.08506582708542382,0.052804814178204734,0.08874952967592048,0.07460085020211346,,,,,,,,,,,,
study_1_google-bigbird-roberta-base-True,0.23655772865242863,0.3061259365662432,0.3441304474495598,0.2318170559096134,0.27814656657930137,0.3048805761116482,0.2213037441361868,0.2069422482640352,0.17161388157820381,0.1515240778722013,0.19451264850387487,0.20065751173334848,,,,,,,,,,,,
study_1_bert-large-cased-True,0.3470662364000766,0.18362776826286697,-0.17033010398021156,-0.21187916143584876,-0.19875107665045888,-0.16835256277655555,-0.13335747246549337,-0.05226830686380851,-0.024079095547831848,-0.05098808607990676,-0.028256724623987043,-0.06351665298204559,-0.13277982887944365,-0.11468112765814768,0.0603318515329952,0.027978997108872992,0.08694582983936995,0.1450070173864786,0.16250173129561607,0.2735089463123358,0.27802517956575207,0.24472079941584576,0.15036161942540918,0.2179765037513048
study_1_facebook-bart-base-True,0.06157659121461858,0.045907601855451875,0.07532334700526457,0.03793581607979535,0.05820363009609101,0.046200716093015064,,,,,,,,,,,,,,,,,,
study_1_google-bigbird-roberta-large-True,0.266759086591899,-0.13343939448259862,0.02841975674235029,0.3289905658114936,0.22256559976306944,0.20721763319031616,0.10243061104294114,0.0841009820310679,0.05735764543908104,0.18738719257211128,0.1594888740669789,0.1782559629968161,0.21470699282091626,0.18411946673770924,0.1520100126688182,0.1313321972746376,0.133876250693213,0.20921596410975862,0.16727462469693427,0.14497427743931487,0.1281593279204993,0.21964815123418469,0.25127441508944376,0.0525579885343968
study_1_bert-base-cased-True,0.43347096081239644,-0.08443627481757271,0.021304355140563155,0.024108666748888754,0.09662864166954281,0.12822632265643036,0.08473118124668924,0.04222552954015647,0.15630410277897255,0.23422852548530937,0.3066266697331854,0.26573741527730804,,,,,,,,,,,,
